0,1,2
203651,1346,0.07004442489141646
34436,4512,0.06938893801196877
182405,1379,0.06962921363673598
128645,685,0.06922581414414868
229253,1892,0.06837582898767264
242054,1892,0.06858264775607928
399752,4571,0.06899142401552552
22664,1437,0.06888349949417621
200585,4079,0.06877858391734469
13961,1031,0.06862591958973129
228233,1522,0.06903147792091423
112010,4173,0.07004081371846407
6539,1379,0.06997922749505452
6539,2989,0.06878176703180003
88460,2721,0.06997583696275343
285068,4846,0.06853289121187793
197261,1425,0.06885704244742222
99470,71,0.06892580720163251
137102,2664,0.06877858391734469
258959,4600,0.06853463710863351
241553,4708,0.06916417837783884
248465,2721,0.06846474832181769
13457,1102,0.0690855201509688
152465,4044,0.06914606387139531
137618,731,0.06855117689284294
154514,747,0.06951058921083349
363155,798,0.06944345952411315
399764,2709,0.06839063129019635
368789,4871,0.06870245160899975
77717,4850,0.06872701229573053
348821,927,0.06868909949774883
233879,4950,0.06918298259658007
247448,1393,0.06999449748048239
382616,3906,0.06997284619790381
185753,1742,0.06881886031953158
329114,3971,0.06932693065916205
337820,2767,0.06922581414414868
88220,4760,0.06836048335923596
157598,3839,0.06930919993285391
370079,3444,0.06907946804279588
395423,3329,0.06840900847740483
331002,4571,0.0683609685089552
272634,3609,0.0700715002672129
188412,3205,0.06859196438057258
385020,3245,0.06862527424496606
400380,803,0.06898609509101863
275196,4097,0.0694044855415548
380415,1204,0.06923430876656196
404991,4992,0.06869773476004729
282879,4047,0.06853838094327769
87552,323,0.0686396999373861
418305,67,0.06891350531317442
378114,3585,0.06881695404792774
209922,1861,0.06892538727424279
131844,4044,0.06938893801196877
131844,4026,0.06938893801196877
28164,1015,0.06997583696275343
28164,2081,0.06906098591758046
260613,2569,0.06843724254529168
366342,1892,0.07006908717561665
314886,4368,0.06900396217095929
314886,824,0.06938893801196877
314886,2124,0.06938893801196877
60423,4173,0.06897995308362395
266760,4850,0.06861742691238815
98313,4048,0.06873570557610996
110601,1305,0.0694044855415548
187146,323,0.06847663080406598
209418,2047,0.06933625910113966
87306,598,0.06875716509379881
155658,4018,0.06935092030237618
368139,4357,0.06950389639104122
319755,3173,0.06860539026683822
142347,798,0.0694465482564799
7692,586,0.0698958162395815
143886,3637,0.06897661424343716
350736,3472,0.06962921363673598
186129,4287,0.0688151114302466
391698,2403,0.06837141642421304
203538,4325,0.06847249169360993
223506,4043,0.06962921363673598
37908,2883,0.06851364414812784
122388,4847,0.07006941752133498
305685,1000,0.07002251492339848
185622,4607,0.06873097064601319
185622,168,0.06881695404792774
139287,2031,0.06856387880447448
70425,4976,0.06843195574583681
43290,3042,0.07083685350501852
179739,1833,0.06870005207841406
227868,2700,0.06919529986541477
368157,2767,0.06861067074198215
366366,418,0.06838360813511674
402975,1833,0.0684242235443928
55584,1068,0.06892580720163251
309537,1861,0.06877858391734469
183330,222,0.06879180810348569
334626,3042,0.06870426922762171
43299,2273,0.06867616075526489
65316,3347,0.06867808976992607
13092,1875,0.06919018105922733
279588,2721,0.06880730206149083
232998,4143,0.07007112345574924
185382,1102,0.07002619806481501
328230,611,0.06875983068036937
371241,4944,0.0694044855415548
375849,1495,0.06875581856511585
314409,1487,0.06897995308362395
127785,2359,0.06925636491016499
39723,1272,0.06837858574467393
11307,3205,0.06841900184839189
144684,1399,0.06980207161534999
284460,4659,0.06900396217095929
328239,4762,0.06921221507959884
66609,4976,0.069206252705552
135474,598,0.06875426270722887
272178,1667,0.06854802503527468
273459,4420,0.06866336192828795
146739,1875,0.06974747009452344
210228,2766,0.06873032987047607
290100,114,0.06910353137946956
214581,4600,0.06885208420806002
60142,1346,0.06922888154527032
193774,2180,0.06873097064601319
260590,2236,0.06875752455368474
195310,1276,0.06906315493405078
204526,3828,0.06902745087374834
83182,1102,0.06873670056069894
314863,4950,0.06998243185196286
195568,675,0.069071970296119
197872,586,0.06935246803602427
100594,1833,0.06992493509654263
248818,669,0.06990736406462522
344050,1963,0.06975324622384697
233203,2242,0.06825616951263427
499,1166,0.06861842836757608
38644,3828,0.06962921363673598
414196,323,0.06892580720163251
107509,4048,0.06884478463193067
211189,4469,0.068456881709962
298486,3205,0.06938893801196877
36598,361,0.06850922257319321
394486,1833,0.0690405828168288
223222,2108,0.06857030086869817
63481,3288,0.06884045943047647
173050,3170,0.06904316394701975
382459,4926,0.06914736733765114
401659,3925,0.06922581414414868
82939,4173,0.06867862253406762
230908,2935,0.06903147792091423
230908,3205,0.06938893801196877
230908,3828,0.06890594330317378
281341,4589,0.0686295493577672
145150,4282,0.07006838872892372
321280,1115,0.06890151311130628
204289,4826,0.0694044855415548
204289,66,0.06889327168780605
251650,4848,0.06859302167493744
310531,4731,0.07142174876307959
259,2445,0.0687528187065657
121348,1411,0.06862527424496606
247813,4170,0.06861842836757608
361990,4848,0.06840608620298931
337414,2856,0.06922581414414868
305671,3828,0.06839929481912825
238345,4760,0.0686396999373861
352777,2821,0.06922581414414868
327946,4760,0.06835438332855559
331786,621,0.06851936537012714
10762,2397,0.07017228837435009
413962,4280,0.06997583696275343
201739,1340,0.06904484916346106
303373,437,0.06873032987047607
182797,2217,0.06963407206078327
388621,2397,0.06888349949417621
325645,1102,0.0690855201509688
67597,3345,0.06871856011025128
150541,2619,0.06928696342935389
150541,1892,0.0692090536263404
295438,3345,0.06860991662088417
295438,1760,0.06856145103593057
13327,2810,0.06866294315011846
283666,598,0.06866336192828795
19,2872,0.06998109956949347
352531,4177,0.06883089229564181
209428,4850,0.06891574840914112
154132,1352,0.06862527424496606
297493,395,0.0694044855415548
311317,3910,0.06845392290151167
64021,3042,0.06847491816853518
285205,773,0.06953302541168305
41494,1200,0.0690855201509688
192022,1871,0.06863591014772333
296983,1393,0.06866688343890201
179479,3828,0.0690855201509688
267031,1178,0.06897661424343716
267031,2396,0.06890903675958494
267031,1093,0.06875581856511585
358423,4585,0.06906315493405078
48664,2093,0.06873032987047607
241435,1056,0.06881695404792774
97051,3103,0.0685417863276272
33052,416,0.0686853610153011
268060,3941,0.0690855201509688
89884,361,0.06844101171021143
104221,437,0.06897661424343716
384286,4808,0.069262670460749
70942,4940,0.07006599580906743
160798,2273,0.06922581414414868
207904,1726,0.06867950630401597
301345,4638,0.06834228911411556
301345,4170,0.06844066075087633
261409,4760,0.06880909232649848
338977,2608,0.06873097064601319
408097,4735,0.06871172901505464
80929,1502,0.0686851154570868
159778,2565,0.07061327069368746
96034,2138,0.06839097220988645
3619,2836,0.06873097064601319
315172,2066,0.06919018105922733
189988,653,0.0688916720515972
150565,2928,0.06829864551424163
336934,2545,0.06850173678106944
279334,1923,0.0683387347211974
228646,1340,0.06992586257392076
379687,1356,0.06927155286464282
393511,4195,0.06892151010789282
245032,2869,0.06922581414414868
407462,594,0.0690855201509688
10151,935,0.06904441935889989
314792,1556,0.06864020527451206
24746,1487,0.06913214867600277
37292,1583,0.06855455202647208
37292,1310,0.06919018105922733
107180,4043,0.06858700644601308
281516,2639,0.07006287973913483
61613,4368,0.06994582932977736
288941,4659,0.06894882280208973
189614,13,0.06866294315011846
395438,3622,0.06881695404792774
328880,742,0.06889989861162413
421808,1346,0.06838360813511674
301745,2318,0.06867041898403467
407729,4420,0.06858075531092477
324530,1871,0.06877858391734469
100532,1393,0.07000214785756849
198836,3925,0.06967100009358157
256694,4585,0.06861067074198215
129974,1892,0.06965348614932558
129719,66,0.06854802503527468
188412,2693,0.06903147792091423
258300,773,0.06870245160899975
260094,606,0.07007150032444077
380415,3828,0.0700713425689976
143871,923,0.06866631451097872
322050,2537,0.0694044855415548
71427,3502,0.06919018105922733
124164,1102,0.06871172901505464
133380,168,0.0694044855415548
28422,3268,0.06962921363673598
38919,3826,0.06852672161781848
117255,4864,0.06854033299794679
44808,343,0.06913214867600277
207624,2236,0.0686034834475827
393738,794,0.06938893801196877
236814,4048,0.06890594330317378
267534,2545,0.06886031526555374
401934,4413,0.06850013321181739
337422,2318,0.06888349949417621
33039,1502,0.06873097064601319
268560,2536,0.06861842836757608
365073,437,0.06906315493405078
243474,415,0.06903411481218809
223506,265,0.06869018623002454
369939,4282,0.06951058921083349
167700,4326,0.06892151010789282
419604,3734,0.06906315493405078
237078,2664,0.06850638655843048
185622,684,0.06866336192828795
221718,2699,0.06919018105922733
330519,3826,0.0694044855415548
318744,586,0.06900043097631384
97560,4949,0.06841220331587985
43290,3054,0.07024849782519302
47130,1800,0.07006917130068883
179994,4504,0.0694044855415548
311067,1810,0.0683610812968117
77595,3460,0.06870426922762171
227868,2014,0.07006405173918567
236061,1090,0.07008548071683375
200733,2318,0.0684910753782147
90141,71,0.06867970292970792
205854,4394,0.06890594330317378
303135,3476,0.06890903675958494
543,323,0.06868781490383852
25887,1840,0.06838758154647374
271905,308,0.06916072261492605
316962,1015,0.0694044855415548
294690,2424,0.06889327168780605
43299,200,0.06922581414414868
43299,2642,0.06869018623002454
336675,2799,0.06934234347154843
65316,1546,0.07002788697611145
279588,1679,0.06890594330317378
279588,4368,0.06859302167493744
293412,2711,0.06870930742980397
154917,3195,0.06962921363673598
232998,2124,0.06846474832181769
328230,2273,0.0686735371830484
334374,3835,0.07250465309932308
383784,145,0.06881695404792774
375849,3476,0.0694044855415548
224553,2403,0.06867933089398934
205866,2128,0.06840988452247866
17706,793,0.0699775842726473
170796,508,0.06826539964964215
57900,2935,0.06850067751668286
284460,4234,0.06877581369812225
813,3152,0.06918298259658007
337965,747,0.0690855201509688
351021,951,0.06881695404792774
221742,3839,0.06898204834554622
316209,2636,0.06889327168780605
256305,3683,0.06870447261183713
66609,4438,0.06963543670344889
66609,3420,0.06913770362869334
51762,3350,0.06866336192828795
404274,4234,0.06847663080406598
21810,3305,0.06892580720163251
223026,3925,0.07006931189248781
188979,3828,0.0700714908474363
336435,3614,0.06882213729311641
273459,4444,0.06846813752039578
65334,2669,0.06878595689141667
143854,2055,0.06849250273152106
100336,2545,0.07003058633758816
242416,4115,0.06883089229564181
92656,4129,0.06849580752670599
100594,2273,0.06855714911685576
6130,3828,0.06918298259658007
276979,2273,0.06843299372123116
338164,1963,0.06872378567231037
119029,2318,0.06846474832181769
226807,3455,0.06852036667860663
148984,2950,0.06881894800907537
411640,4129,0.06997583696275343
179194,1892,0.06858245522964242
196858,1666,0.06828830181034015
166651,1102,0.06964235379682202
401659,4173,0.06878595689141667
82939,1923,0.06863497803915526
230908,3014,0.06919018105922733
40444,2824,0.06851511995081862
48124,2003,0.06897995308362395
40189,1890,0.06859288928938394
237565,2397,0.06862527424496606
393727,1020,0.06860921227764566
393727,1102,0.06827234184209724
215809,596,0.0694044855415548
251650,4760,0.06903974714249979
215554,1667,0.06892151010789282
416002,3349,0.06844316427412081
97282,946,0.06938893801196877
233731,3586,0.06922581414414868
259,4129,0.06910353137946956
217603,1678,0.06971594995984563
156679,3826,0.06850173678106944
231688,66,0.06904441935889989
46600,2954,0.0683443462073246
199177,4858,0.0686396999373861
7177,3350,0.06881894800907537
149002,3791,0.06843672661258761
413962,4282,0.06894239307578898
413962,4049,0.06971594995984563
201739,481,0.06902877630772013
346123,323,0.06935092030237618
154123,1437,0.06871172901505464
23563,3545,0.06856387880447448
24331,1022,0.06837693719790909
339469,1056,0.06870439488003066
189454,1639,0.06844890689953174
321295,523,0.07002251492339848
198415,4589,0.06911065978913013
342799,2397,0.06868909949774883
295696,4659,0.06919901575026144
378640,2821,0.06944030039835108
289552,3129,0.0686853610153011
334609,963,0.06832900455055181
56338,798,0.06902745087374834
19,4926,0.07002047719365515
236308,1499,0.0690855201509688
90388,3828,0.06907929565180884
41494,4048,0.0688151114302466
178966,1483,0.06879949518619369
179734,1281,0.06850255230037453
192790,3062,0.06875581856511585
396055,2158,0.0690855201509688
22807,2639,0.06835224749938762
418072,4950,0.06892580720163251
418072,639,0.06892580720163251
134938,4745,0.06847178687783394
241435,2283,0.06881695404792774
52252,1131,0.068692158405772
296221,2636,0.06878595689141667
49693,682,0.06888349949417621
250654,4322,0.06932693065916205
258334,2669,0.06878595689141667
276766,3578,0.06838606796966049
97822,2794,0.06899030525649529
179743,4282,0.06851841423102771
413983,1704,0.06835953835200627
98848,1056,0.06997583696275343
234784,3529,0.07250465309932308
41248,4914,0.06868909949774883
41248,3906,0.06843252924546116
191776,1713,0.06850922257319321
207904,3878,0.0689493973647481
326689,4871,0.07250465309932308
386338,685,0.0690855201509688
288802,1102,0.06902745087374834
178723,1738,0.07001742402144645
392227,3614,0.06919018105922733
263203,4427,0.06922581414414868
3619,663,0.06866336192828795
407587,4534,0.06884771801934435
154915,4325,0.06897995308362395
336934,778,0.06881695404792774
294694,1486,0.06862017610546169
188455,2465,0.06957528975526199
393511,4170,0.06860716348927111
420391,4368,0.06869773476004729
416296,3835,0.06892151010789282
243241,2124,0.06922752540680613
200233,3855,0.06880202955345424
155045,927,0.06901913779239524
353957,730,0.06971594995984563
407462,1861,0.06889327168780605
113576,2565,0.06916072261492605
314792,3780,0.0685720766730433
251561,4966,0.06880730206149083
207785,4871,0.06886104712105452
205226,4282,0.0694044855415548
24746,3623,0.06846792630566428
269483,2403,0.06875581856511585
79019,326,0.06859050633770855
79019,1102,0.07007126685796414
93611,4043,0.07005829203721113
237740,98,0.0685417863276272
107180,4481,0.06918200946078223
180398,548,0.06861842836757608
189614,2592,0.06897995308362395
325550,1090,0.06921221507959884
275630,3640,0.06880909232649848
5807,1425,0.07250465309932308
42416,2511,0.06906315493405078
328112,2318,0.06837007961909305
397232,962,0.06897995308362395
46514,1203,0.06887613233391471
72371,168,0.0686988913878491
24755,1399,0.06919018105922733
24755,3152,0.06903147792091423
417461,3367,0.06919018105922733
347318,4976,0.06924075605957432
366008,3819,0.06938499047172145
232889,2730,0.07158779306879058
81593,606,0.06933573526733389
410297,1585,0.06889327168780605
89273,1352,0.06909609118433217
218810,1346,0.0690855201509688
361916,3828,0.06993395192165981
361916,4170,0.07158779306879058
361916,2124,0.07125485023167753
181436,1393,0.06959761432913672
10172,2082,0.06971594995984563
6845,4361,0.06898204834554622
256190,323,0.0686359408285722
101567,588,0.06905806177734701
242879,1618,0.06879949518619369
129983,3619,0.06881386539000191
198335,3356,0.07026931097195814
202175,1131,0.07002886688617667
218303,1393,0.06935451627806313
382400,2173,0.06830082124613644
59072,846,0.06889804473975267
156411,412,0.07007185182816787
93438,66,0.06938893801196877
380415,798,0.06880202955345424
281343,437,0.06921221507959884
270336,1102,0.06897661424343716
113667,1749,0.06900519815594454
113667,804,0.06911848840090412
181764,2872,0.07007126754641753
124164,1760,0.06850959762694074
141828,2597,0.06871172901505464
418308,1452,0.06942120826240929
366597,3473,0.0686034834475827
1029,806,0.06846265036579685
1029,1102,0.06847515639175497
117255,1963,0.07005569755112326
256263,2140,0.06846159617737144
70407,4044,0.06880202955345424
340743,2700,0.07006854729754917
53256,3766,0.06951058921083349
53256,523,0.06935092030237618
206856,467,0.06897661424343716
237321,4267,0.06856041124331767
412170,2403,0.06889327168780605
295947,2173,0.06897661424343716
319755,1861,0.06938893801196877
142347,1939,0.0694465482564799
7692,474,0.06883089229564181
29964,2397,0.06863332595538273
338958,3323,0.06922581414414868
143886,1500,0.06878595689141667
326673,4071,0.06971594995984563
167700,1502,0.06892151010789282
171540,1749,0.06854033299794679
126228,168,0.06904191159918999
345876,1667,0.06827348866603901
208917,897,0.06861067074198215
272151,1740,0.06888349949417621
83223,1875,0.06841900184839189
294423,4523,0.06863108604286122
294423,3323,0.0690855201509688
281625,2128,0.06997583696275343
43290,1892,0.07005218321535704
182298,2138,0.06971594995984563
397338,1268,0.06892645605905177
206106,4269,0.06890594330317378
179739,4427,0.06897661424343716
179739,3477,0.06889327168780605
77595,3898,0.06878595689141667
408603,3420,0.06857139024650839
227100,3578,0.06890903675958494
171039,66,0.06866336192828795
138015,4600,0.06870245160899975
402975,4090,0.06844066075087633
284703,4427,0.06874582537496444
294945,4783,0.06906315493405078
168738,4480,0.06867933089398934
316962,4420,0.06904782339030752
316962,296,0.06881894800907537
316962,3476,0.0687374962286667
255780,4368,0.06900383899011717
336420,1666,0.06876076319832614
279588,2359,0.06890594330317378
317733,2872,0.06881695404792774
122409,4950,0.06997583696275343
266025,4083,0.06900723350070698
189483,1679,0.06876943825417973
17451,2278,0.06873570557610996
160044,403,0.06870426922762171
420909,4079,0.06881695404792774
388398,2247,0.06851932435515508
115248,1963,0.06866151869224513
316209,4090,0.0694044855415548
51762,2641,0.06867732922612745
397362,4170,0.06887527686858541
273459,586,0.0684505165946438
112692,4282,0.0684673048047786
323637,4196,0.06838360813511674
272694,2891,0.0687390984372969
204526,1485,0.06995535263844956
118255,4050,0.06845462875216946
258031,3622,0.07019717583466561
366064,25,0.06910353137946956
195568,897,0.06951058921083349
259570,1356,0.0692890285693749
271858,3105,0.06962921363673598
409330,1522,0.06845422278743633
344050,4173,0.06851936537012714
326131,963,0.06849250273152106
4852,1102,0.06919638510134409
391669,503,0.06887527686858541
162805,4659,0.0695257498929662
394486,4607,0.06962921363673598
165367,4659,0.06906315493405078
401911,2928,0.06890594330317378
405751,4044,0.07006821677456375
176122,4525,0.06918298259658007
195322,608,0.06854495045132304
11002,35,0.06899163836768965
230908,4783,0.06903147792091423
40444,1203,0.068366789304976
335356,4186,0.06841220331587985
277501,4270,0.06830984997221393
388606,4525,0.06890416286976629
266494,3016,0.06962025609701206
215038,2217,0.06881695404792774
355582,3965,0.06856387880447448
393727,1247,0.06860921227764566
68863,4186,0.06878461765616428
4351,1102,0.07002803394917002
209407,1963,0.06862591958973129
321280,1200,0.0692245756360115
269824,3855,0.06988321171575772
417280,3034,0.06945442987884215
15361,4043,0.06962921363673598
223489,1704,0.06873849749504585
46594,1352,0.06856423444676134
290818,4427,0.06854033299794679
22656,542,0.06855417438509019
140673,2178,0.06881695404792774
314754,2138,0.06865440525743141
22146,4976,0.06875581856511585
294786,2,0.06852391725641947
235395,4710,0.06922581414414868
235395,63,0.06889327168780605
106629,1557,0.06870245160899975
106629,3161,0.06862527424496606
91269,63,0.06914049706599949
91269,3828,0.07007149876716694
97413,2711,0.06866336192828795
127878,4585,0.06881386539000191
18822,827,0.06866029134598148
268935,2711,0.06922581414414868
7815,4079,0.06873097064601319
234888,3484,0.06840256362827707
5769,4282,0.0694810757279827
5769,3230,0.06866294315011846
8586,2422,0.07007150032347961
141450,4079,0.07158779306879058
335499,1056,0.06901591714035815
33933,4444,0.06869773476004729
401805,2711,0.06861842836757608
55440,3356,0.06996609263347256
259728,1322,0.0690855201509688
36498,2936,0.06863757275290508
103314,730,0.06892995327236144
380562,2173,0.06938893801196877
205461,4267,0.06929985657639415
53913,4173,0.06879949518619369
129945,3484,0.07250465309932308
129945,1618,0.07028514568492651
215193,3828,0.06996609263347256
151449,2361,0.06868350163339995
234906,606,0.06882691502145105
39834,1203,0.0688010922179076
372126,102,0.07007022846966031
372126,773,0.06963689036539873
145311,437,0.0683002003276133
151968,323,0.06914736733765114
386466,3044,0.06962921363673598
328098,1056,0.06867850564443899
139683,3828,0.06870245160899975
82851,3828,0.0697844473469097
298149,2791,0.07200039819020736
250533,3073,0.07035408402284227
151461,2795,0.06869221638851414
359589,4450,0.068607067402683
390054,1346,0.06886808584318833
269478,1451,0.06875581856511585
357036,2247,0.06997583696275343
103341,608,0.06962642506856347
37551,3227,0.06863757275290508
37551,4942,0.06903147792091423
346287,1500,0.06856387880447448
284079,2047,0.06900085867762651
284079,2436,0.07007046523645306
38577,2403,0.0694044855415548
314034,3826,0.06856387880447448
254898,3853,0.06903411481218809
332466,2273,0.0688916720515972
63411,3820,0.06900396217095929
143283,4385,0.0690855201509688
145587,141,0.06883089229564181
192180,416,0.06999450305507167
369333,798,0.06878176703180003
240309,3345,0.06878176703180003
195255,66,0.06933573526733389
412599,794,0.06883089229564181
94647,1679,0.06977389547011166
334776,3635,0.06903411481218809
75960,4444,0.06831514315017699
30648,1102,0.06998590971848424
349881,1056,0.06889327168780605
359097,4427,0.06913770362869334
75963,1677,0.06914169600865651
75963,1162,0.06971439417602877
383676,437,0.06877218362276226
339754,361,0.06867413991861396
100396,1090,0.06847534128117529
207148,416,0.06891424642616766
184621,4173,0.06883089229564181
258349,3205,0.06858884842022768
79918,4728,0.06980600831612592
120367,2081,0.06842390839344538
204847,1999,0.06866029134598148
357679,2138,0.06894289266448589
221488,742,0.069071970296119
248113,1833,0.06917290607530033
144433,3965,0.06890257714169437
217906,590,0.0694044855415548
348979,2545,0.0695446714544671
30259,336,0.06880202955345424
405556,1340,0.0685720766730433
18997,901,0.06884478463193067
115768,1916,0.0684822420484566
277048,4760,0.0695052352957098
344632,3484,0.06922888154527032
344632,4607,0.06971594995984563
362809,3471,0.06938893801196877
421945,4173,0.06862591958973129
111418,2786,0.06868362652891147
410683,1352,0.06935092030237618
3646,923,0.0690855201509688
138814,1816,0.06880730206149083
404287,1501,0.06900723350070698
208960,4871,0.06881386539000191
221248,1346,0.06962921363673598
57409,2403,0.06993307159476506
18499,1679,0.06910353137946956
276292,2217,0.06997583696275343
302662,1557,0.06938893801196877
28744,586,0.06922581414414868
28744,1056,0.06877005178855969
211273,4614,0.06870793583989625
362314,4173,0.06910050955601209
187064,1892,0.07007149844790486
187064,2397,0.06896556106720378
187064,1679,0.07007149616943245
81593,2124,0.06904441935889989
185786,1103,0.06997583696275343
361916,1511,0.07098902040664311
302780,2565,0.06884527374672134
256190,1056,0.06989007042639805
