user_id,merchant_id,click,add-to-cart,purchase,add-to-favourite,gender,age_range,label
111525,598,5,0,1,0,0,4,0
111903,794,19,0,1,0,0,7,0
111958,2791,17,0,2,0,0,3,0
112069,2737,2,0,1,0,1,4,0
112215,2662,3,0,1,0,0,4,0
112223,1131,6,0,1,1,0,3,0
112311,1738,22,0,1,1,0,4,0
112311,4605,1,0,1,0,0,4,0
112348,1679,12,0,1,0,1,4,0
112530,4044,6,0,1,1,0,4,0
112530,3578,6,0,1,0,0,4,0
112639,1884,1,0,1,0,0,3,0
112652,564,5,0,1,0,0,4,0
112950,227,5,0,1,0,0,4,0
112950,643,32,0,1,0,0,4,0
112950,1090,6,0,1,0,0,4,0
112950,946,20,0,1,0,0,4,0
113120,4361,4,0,1,0,0,4,0
113263,2505,9,0,1,1,1,4,0
113535,1102,3,0,1,0,0,4,0
113541,1704,3,0,1,0,0,6,0
113581,1835,22,0,2,1,0,5,0
114289,2055,4,0,1,0,0,0,0
114289,1270,14,0,1,0,0,0,0
114675,1399,11,0,4,0,0,4,0
114711,4818,0,0,1,1,0,4,0
114906,4607,38,0,1,3,0,3,0
115066,1808,2,0,1,1,1,5,0
115116,1053,3,0,2,0,0,6,0
115139,2900,6,0,1,1,0,4,0
11518,1071,11,0,1,0,0,4,0
115252,1102,41,0,3,0,0,4,0
115252,1861,7,0,3,1,0,4,0
115252,1890,15,0,1,0,0,4,0
115252,1264,37,0,5,0,0,4,0
115253,10,0,0,1,0,0,5,0
115314,3105,14,0,5,1,0,3,0
115330,862,3,0,4,0,0,4,0
115471,3148,4,0,1,0,0,6,0
115614,361,2,0,1,0,0,4,0
115631,2565,4,0,1,0,1,5,0
115690,121,7,0,2,1,0,6,0
115779,1557,2,0,1,0,1,6,0
115836,4708,2,0,1,0,0,0,0
116056,1305,0,0,1,0,0,2,0
116082,2928,11,0,2,1,0,4,0
116082,1379,7,0,4,2,0,4,0
116082,2397,10,0,2,0,0,4,0
116191,1536,3,0,2,0,0,4,0
116422,1464,2,0,1,0,0,6,0
11656,1500,12,0,1,0,1,6,0
116584,3941,0,0,1,0,0,6,0
116952,588,4,0,1,1,1,3,0
11697,311,5,0,1,0,0,4,0
11715,2639,18,0,2,0,0,5,0
117238,1679,10,0,1,1,0,5,0
117411,3410,2,0,1,0,0,5,0
117522,904,4,0,2,0,0,4,1
117536,1585,3,0,3,0,1,5,0
117726,2565,2,0,1,0,0,3,1
117749,1552,5,0,1,0,0,4,0
117749,354,3,0,2,0,0,4,0
117749,3898,6,0,1,0,0,4,0
117819,4322,2,0,1,0,1,4,0
117874,3402,2,0,1,0,0,4,0
117992,121,36,0,5,0,1,5,0
118235,587,3,0,1,0,1,3,0
118235,2537,1,0,1,0,1,3,0
118235,740,7,0,2,0,1,3,0
118280,4049,12,0,1,0,0,4,0
118519,4871,0,0,1,0,1,4,1
118564,4450,2,0,1,0,0,6,0
118627,4043,0,0,2,0,2,4,0
118627,606,1,0,1,0,2,4,0
118660,4992,9,0,1,0,0,4,1
118660,1031,21,0,1,0,0,4,0
118685,2066,1,0,1,0,0,5,0
118685,3005,15,0,2,0,0,5,0
118685,4131,3,0,1,0,0,5,0
118753,1487,3,0,1,1,0,6,0
118753,684,2,0,1,0,0,6,0
118753,402,6,0,1,0,0,6,0
118900,598,0,0,1,0,0,0,0
118993,293,10,0,1,1,0,4,0
119035,1760,2,0,2,0,0,4,0
119289,2221,3,0,1,0,1,5,0
119381,1514,6,0,1,0,0,3,0
119391,1540,10,0,2,0,0,4,0
119408,3303,0,0,1,0,0,5,0
119443,4079,15,0,4,0,1,3,0
119570,2954,3,0,1,0,0,4,0
119570,4513,2,0,1,0,0,4,0
119646,2700,3,0,1,0,1,6,0
119710,2699,9,0,1,1,0,0,0
119710,1031,5,0,1,0,0,0,0
119863,4687,5,0,1,2,1,5,0
119911,2711,35,0,1,0,0,5,0
120154,3541,5,0,1,0,1,7,0
120275,4940,2,0,1,0,1,5,0
12029,586,22,0,2,0,1,4,0
120387,1512,22,0,1,6,0,6,0
120870,4659,20,0,1,1,0,6,0
120967,234,1,0,1,0,1,4,0
121013,2266,18,0,1,1,1,3,0
121030,1346,29,0,1,1,0,4,0
121161,1050,2,0,1,0,1,7,0
121522,3466,0,0,1,0,0,5,1
121522,4388,0,0,2,0,0,5,0
121564,2928,10,0,1,0,0,4,0
121976,1013,9,0,1,0,0,4,0
122046,3148,7,0,1,0,0,4,0
12211,4861,4,0,1,0,0,3,0
122240,4871,5,0,1,0,1,6,0
122240,3472,0,0,1,0,1,6,0
122309,3623,1,0,1,0,0,3,0
122453,827,3,0,1,0,1,4,0
12264,1067,10,0,1,2,1,5,1
12264,4731,1,0,1,0,1,5,0
122642,148,12,0,2,0,0,4,1
122687,724,4,0,1,1,1,3,0
122790,1075,2,0,3,0,1,3,0
122941,4385,1,0,1,0,2,4,0
122941,3984,4,0,1,0,2,4,0
123111,3271,2,0,1,0,0,4,0
123125,1168,0,0,1,0,0,4,0
123125,4718,0,0,1,0,0,4,0
123242,685,3,0,1,0,2,5,0
123386,1916,6,0,2,0,1,6,0
123506,3022,17,0,2,0,1,3,0
123514,2448,5,0,1,0,0,5,0
123526,254,7,0,1,0,1,5,0
123526,2926,21,0,2,1,1,5,0
123534,1512,4,0,1,0,0,0,0
123572,4361,2,0,1,0,0,3,0
123572,598,5,0,1,0,0,3,0
123581,3630,2,0,1,0,0,4,0
123604,3469,7,0,1,0,0,5,0
12375,4973,3,0,1,0,0,4,0
123859,168,4,0,1,0,2,4,0
12398,492,2,0,1,0,0,4,0
12398,603,2,0,1,0,0,4,0
124011,598,2,0,1,0,1,5,0
12417,669,99,0,1,10,1,3,0
124300,4589,3,0,1,0,1,4,0
124397,1340,4,0,4,0,0,4,0
124456,4513,0,0,1,0,0,6,0
124575,1565,3,0,1,0,0,4,0
124686,862,26,0,5,0,0,4,0
124686,1318,2,0,3,0,0,4,0
124691,2242,0,0,1,0,1,5,0
124755,148,23,0,5,0,0,4,0
125098,4966,6,0,2,0,1,4,0
125145,2237,15,0,1,0,0,5,0
12517,1017,7,0,1,0,0,4,0
12517,1764,3,0,1,0,0,4,0
12517,606,6,0,1,0,0,4,0
125362,1738,5,0,1,0,0,4,0
125393,2047,21,0,1,0,0,4,0
125435,2356,0,0,2,0,1,5,0
125610,2821,0,0,1,0,0,3,1
125610,3828,34,0,1,0,0,3,0
125610,1916,9,0,2,0,0,3,0
125621,2236,0,0,1,0,0,4,0
125636,3205,0,0,1,0,0,5,0
125636,1742,1,0,1,0,0,5,0
125858,1056,16,0,3,0,1,5,0
126229,3885,0,0,1,0,1,4,0
126229,3925,2,0,1,0,1,4,0
126329,1875,0,0,1,0,0,5,0
126329,1999,2,0,1,0,0,5,0
126364,3460,1,0,6,0,0,6,0
126413,2242,1,0,2,0,1,5,0
126413,4444,5,0,3,0,1,5,1
126457,354,2,0,2,0,0,5,0
126465,4539,11,0,2,0,0,3,0
126513,1031,4,0,1,0,1,4,0
126572,15,1,0,4,0,1,5,0
126909,3105,29,0,5,0,0,5,1
126909,630,2,0,2,0,0,5,0
127071,1816,9,0,1,0,1,3,0
127157,479,5,0,1,0,1,4,0
127350,574,6,0,1,0,0,0,0
12755,4420,5,0,2,0,1,5,0
127559,2730,2,0,1,1,0,6,0
127559,1742,1,0,2,1,0,6,0
127561,2140,12,0,1,1,0,3,0
127629,2173,12,0,2,0,0,5,0
127752,4768,11,0,1,4,0,3,0
127756,2928,11,0,1,0,0,4,0
127808,2662,3,0,1,0,0,4,0
127859,1247,1,0,1,0,0,6,0
128020,1131,26,0,3,1,0,3,0
128043,2545,7,0,1,0,0,4,0
128043,4513,4,0,1,0,0,4,0
128043,4871,6,0,1,1,0,4,0
128096,1346,7,0,1,0,0,3,0
128108,467,3,0,1,0,1,4,0
128204,4026,2,0,1,0,1,5,0
128251,1272,0,0,1,0,0,4,0
128251,191,1,0,1,0,0,4,0
128251,1742,3,0,1,1,0,4,0
128251,2928,7,0,1,0,0,4,0
128314,219,0,0,1,0,1,4,0
12840,3347,1,0,1,0,2,5,1
128604,4659,0,0,1,0,0,3,0
128606,2604,4,0,2,0,0,5,0
128634,1210,10,0,1,1,0,4,0
128646,2477,161,0,4,4,0,4,0
128686,4750,0,0,1,0,1,3,0
128794,66,2,0,1,0,1,3,0
128851,2856,9,0,1,0,0,3,0
128918,4335,7,0,1,0,0,5,0
128918,1605,43,0,2,3,0,5,0
12913,3635,9,0,1,0,1,6,0
12913,794,48,0,2,0,1,6,0
12913,1102,6,0,1,0,1,6,0
12913,2082,22,0,1,0,1,6,0
12913,268,30,0,3,0,1,6,1
129173,278,0,0,1,0,0,5,0
129309,1102,36,0,2,0,1,3,0
129441,2313,15,0,1,0,0,5,0
129463,2124,8,0,1,0,0,4,0
129464,1661,2,0,1,0,0,6,0
129608,3941,3,0,1,0,2,5,0
129610,1892,0,0,2,0,0,3,0
129610,3968,4,0,3,0,0,3,0
129610,4966,1,0,1,0,0,3,0
129610,1427,0,0,1,0,0,3,0
129610,1346,5,0,1,3,0,3,1
129610,3609,0,0,1,1,0,3,0
129778,2821,6,0,1,0,0,4,0
129823,3271,9,0,1,1,1,5,0
130001,168,8,0,2,0,1,6,0
130133,3588,4,0,1,1,0,3,0
130133,798,20,0,2,2,0,3,0
130308,4116,3,0,1,0,1,4,0
130310,4137,2,0,1,0,0,4,0
130479,862,0,0,1,0,1,4,0
130643,219,4,0,1,0,0,3,1
130755,4864,4,0,1,0,0,0,0
130890,22,3,0,1,0,1,4,0
131072,598,35,0,2,0,0,4,0
131113,3640,31,0,1,0,0,4,0
131171,1056,0,0,3,2,0,4,1
131239,1559,9,0,2,0,0,6,1
131244,4282,15,0,1,0,0,4,0
131247,614,7,0,1,0,0,3,0
131331,2031,2,0,1,0,1,0,0
131344,4444,7,0,2,0,0,3,0
131349,4265,14,0,2,0,0,4,0
131385,1582,14,0,2,0,1,3,0
13145,4926,4,0,1,0,0,3,0
131459,862,0,0,5,0,1,5,0
131508,4950,4,0,1,0,0,4,0
131551,315,3,0,1,0,0,5,0
131687,2824,10,0,1,0,0,4,0
131768,3502,5,0,1,0,0,6,0
131802,1540,4,1,1,0,1,5,0
13197,3476,9,0,1,0,0,5,0
131998,4083,7,0,1,0,1,3,0
132051,4949,30,0,5,0,0,6,0
1321,643,27,0,2,0,0,4,0
132201,590,1,0,1,0,1,4,0
132231,4659,0,0,4,1,0,3,0
132253,3683,9,0,1,0,1,6,0
132259,4850,12,0,2,0,0,5,0
132278,1710,3,0,1,0,2,4,0
132295,2459,5,0,1,0,0,4,0
132467,3727,7,0,1,0,0,4,0
132509,4043,12,0,1,3,0,4,0
132533,1102,13,0,2,0,0,4,0
132637,133,3,0,1,0,0,0,0
132643,2891,10,0,1,0,0,4,0
132841,4871,0,0,1,0,0,3,0
132905,3472,5,0,1,0,1,4,0
132919,2680,0,0,1,0,0,5,0
132952,3536,1,0,1,0,0,5,0
132952,289,21,0,1,0,0,5,0
133003,102,2,0,1,1,1,4,0
133007,2124,13,0,2,0,0,4,0
133192,4504,7,0,2,0,1,4,0
133200,1585,17,0,3,0,0,4,0
133545,1840,0,0,1,0,1,6,0
133606,4771,10,0,2,1,0,5,0
134194,1056,29,0,3,1,0,3,0
134242,1485,5,0,1,0,0,5,0
134376,4308,1,0,1,0,0,0,0
134538,4444,9,0,1,0,0,4,0
13454,3536,4,0,1,0,1,3,0
134795,1183,3,0,2,0,0,4,0
134934,4140,2,0,1,0,0,5,0
135035,2954,3,0,2,0,0,4,0
135052,3022,3,0,1,0,0,4,0
135119,2619,9,0,1,0,0,4,0
135119,3843,3,0,1,0,0,4,0
135142,102,16,0,1,0,0,3,0
135191,2821,2,0,1,0,0,0,0
135213,1102,0,0,1,1,0,5,0
135213,2711,0,0,1,0,0,5,0
135251,588,19,0,1,3,0,3,0
13536,1522,1,0,1,0,0,4,0
135372,4044,16,0,1,0,0,0,0
135372,2161,3,0,1,0,0,0,0
135653,4413,1,0,1,0,1,4,0
135781,4554,17,0,1,1,1,6,0
135786,191,0,0,1,0,0,0,0
135872,3881,1,0,1,0,0,4,1
13603,684,5,0,1,0,0,4,0
13606,320,2,0,1,0,0,6,0
136193,66,6,0,2,0,0,6,0
136261,2652,31,0,1,2,0,0,0
136261,586,18,0,2,3,0,0,0
136392,2828,6,0,1,0,0,5,0
13662,467,0,0,1,0,1,4,0
136654,3828,7,0,1,0,2,5,0
136716,2880,1,0,1,0,0,4,0
136852,1582,4,0,1,0,0,3,0
136926,3889,3,0,1,0,0,4,0
13695,3650,4,0,1,0,0,0,0
137064,2452,5,0,1,1,0,4,0
137125,4197,19,0,1,1,1,4,0
137303,3828,12,0,1,0,0,5,0
13746,1522,2,0,1,0,1,4,0
137494,2592,11,0,1,0,1,3,0
137586,4322,50,0,1,0,1,6,0
137862,1487,8,0,1,0,0,4,0
137871,3432,70,0,2,4,0,6,0
138028,3828,19,0,4,1,1,6,0
138028,1467,2,0,1,0,1,6,0
138031,3105,3,0,1,0,0,3,0
138091,1918,33,0,1,1,0,4,0
138091,1963,14,0,1,1,0,4,0
138253,4493,117,0,2,0,0,4,0
1383,949,33,0,1,2,1,4,0
1383,3463,20,0,1,1,1,4,0
138337,1885,5,0,1,2,0,3,0
138384,4287,4,0,1,0,0,0,0
138673,2286,0,0,2,0,0,5,0
138678,1399,25,0,1,0,0,4,0
138763,1370,11,0,2,0,0,5,0
138815,1704,0,0,1,1,0,6,0
138916,2242,3,0,1,1,0,5,0
138916,4480,2,0,1,0,0,5,0
138916,4731,8,0,2,0,0,5,0
13912,1557,6,0,1,0,1,6,1
139139,2273,17,0,1,4,0,5,0
139257,3968,1,0,1,0,1,4,0
139463,1760,4,0,1,0,0,5,0
139463,1679,9,0,1,0,0,5,1
139463,359,9,0,1,0,0,5,0
139463,323,2,0,1,0,0,5,0
139689,3159,8,0,2,0,0,5,0
140171,1421,0,0,1,0,0,4,0
140336,643,2,0,2,0,1,4,0
140336,4186,18,0,1,0,1,4,0
140478,1495,13,0,1,0,0,4,0
140616,67,4,0,1,0,0,6,0
140631,1890,19,0,1,0,0,4,0
140782,2318,0,0,1,2,0,4,0
140877,15,11,0,4,0,0,4,0
140983,416,3,0,1,0,0,4,0
1411,1742,1,0,1,0,0,6,1
141206,110,1,0,1,0,1,0,0
141247,1332,3,0,1,0,0,7,1
141307,3828,59,0,1,2,1,4,0
141307,4760,41,0,2,1,1,4,0
14144,2430,8,0,1,0,0,5,0
141530,652,5,0,1,0,1,4,0
141535,3230,3,0,1,0,0,3,0
141535,4616,12,0,1,0,0,3,0
14162,963,9,0,1,0,1,3,0
141635,3828,10,0,1,0,0,3,0
141952,2273,11,0,1,0,0,3,0
14217,4585,34,0,1,0,1,5,0
142293,777,0,0,1,0,1,4,0
142293,2014,0,0,1,0,1,4,0
142365,742,1,0,1,0,0,0,0
142394,4427,7,0,1,0,0,5,0
142420,2680,11,0,1,0,0,3,0
142420,141,15,0,1,0,0,3,0
142461,4394,6,0,2,0,0,5,0
14247,963,0,0,1,0,1,3,0
142509,941,0,0,2,0,2,4,0
142526,4170,13,0,2,0,0,6,0
142806,1393,27,0,1,0,0,6,0
142973,268,3,0,1,0,0,4,0
142973,598,5,0,2,0,0,4,1
14300,361,0,0,1,0,0,4,0
14300,4427,0,0,1,0,0,4,0
143242,1357,23,0,2,0,0,5,1
143369,1963,48,0,2,0,1,5,0
143369,3819,8,0,1,0,1,5,0
143375,4600,8,0,2,1,2,4,0
143375,3420,2,0,1,1,2,4,0
143434,2928,9,0,2,0,1,4,0
143476,4079,0,0,1,0,1,5,0
143476,1270,0,0,1,0,1,5,0
143619,1916,1,0,1,0,0,5,0
143619,1013,4,0,1,0,0,5,1
143619,4993,9,0,1,1,0,5,0
143904,4143,36,0,2,0,0,5,0
14420,588,1,0,1,0,1,4,0
144215,2237,10,0,1,1,0,4,0
144215,4170,2,0,2,0,0,4,0
144257,3179,12,0,1,0,2,6,0
144435,4234,3,0,1,0,0,0,0
144435,4267,10,0,1,0,0,0,0
144615,3163,0,0,1,0,1,3,0
144635,2014,17,0,1,0,0,4,0
145507,3006,2,0,1,0,0,5,0
145827,1892,10,0,4,1,0,3,0
14593,4492,4,0,1,1,1,3,0
14593,4818,4,0,1,0,1,3,0
145935,234,9,0,2,0,0,4,0
145949,1494,4,0,1,0,1,4,0
145968,860,55,0,4,1,1,5,0
145980,590,12,0,1,0,1,4,0
146147,1514,5,0,1,0,0,4,0
146159,4294,4,0,1,1,1,3,0
146299,96,1,0,2,0,0,4,0
146509,1472,1,0,1,0,1,4,0
146790,1122,2,0,1,0,0,4,0
146950,1000,1,0,1,0,1,6,0
147242,1916,14,0,4,0,0,4,0
147272,3163,1,0,2,0,1,4,0
147316,2011,2,0,2,0,1,4,0
147442,1875,2,0,2,0,0,5,0
147523,3199,4,0,2,0,1,5,0
147573,4173,4,0,1,0,0,4,0
147692,794,14,0,1,0,0,6,0
147698,416,2,0,1,0,0,6,0
147698,4811,17,0,3,0,0,6,0
14806,4659,5,0,4,1,0,4,0
148115,1840,1,0,1,0,1,5,0
148164,1565,8,0,4,0,1,3,0
148164,219,12,0,1,0,1,3,0
148164,2066,21,0,1,2,1,3,1
148164,66,12,0,2,0,1,3,0
148257,575,12,0,1,0,0,4,0
148438,1346,10,0,1,1,1,4,0
148607,4775,2,0,1,0,1,5,0
148631,2954,1,0,9,1,1,5,0
14864,3152,3,0,1,0,0,4,0
148757,1067,6,0,1,0,0,6,0
148909,1090,9,0,1,0,0,4,0
148909,10,1,0,1,0,0,4,0
148909,1948,6,0,2,0,0,4,0
14908,1827,17,0,1,0,0,4,0
149117,4826,1,0,1,0,0,5,0
149519,3683,9,0,1,0,1,6,0
149582,1485,7,0,1,0,0,3,0
149582,4444,0,0,1,0,0,3,0
149765,3578,9,0,1,1,1,4,0
149765,643,13,0,1,0,1,4,0
150086,4585,9,0,2,0,0,5,0
150558,3979,3,0,1,0,2,3,0
150704,4170,9,0,5,0,0,4,0
150771,1618,21,0,2,0,1,5,0
150777,4173,0,0,1,0,1,4,0
150893,2397,34,0,1,3,0,4,0
150893,4871,2,0,1,0,0,4,0
150978,1096,15,0,1,1,1,4,0
151003,1923,13,0,1,0,0,6,0
151010,3392,6,0,1,0,1,5,0
151261,1752,9,0,7,0,1,5,0
151381,1145,5,0,2,0,2,4,0
151416,1272,33,0,2,0,0,6,1
151501,1810,8,0,1,1,0,4,0
151604,794,16,0,2,0,1,4,0
151604,590,7,0,1,0,1,4,0
151662,361,0,0,1,0,1,4,0
151662,1031,0,0,2,0,1,4,0
151706,3578,0,0,1,0,0,4,0
151768,1500,3,0,1,0,0,4,0
151768,2036,5,0,1,0,0,4,0
151768,66,3,0,1,0,0,4,0
151815,4073,15,0,2,1,0,3,0
152058,1861,0,0,1,0,0,4,0
152082,2915,1,0,1,0,1,4,0
152084,3472,2,0,2,0,2,5,0
152257,35,7,0,1,0,0,4,0
152312,1760,34,0,6,0,0,4,0
152432,1399,12,0,1,0,0,6,0
152452,2318,10,0,1,0,1,5,0
152452,3990,17,0,1,0,1,5,0
152452,682,3,0,1,0,1,5,0
152558,320,12,0,1,0,0,5,0
15288,2926,8,0,1,0,0,4,0
153180,4756,2,0,1,0,0,6,0
153297,1454,1,0,1,1,0,6,0
153314,1102,71,0,1,0,0,3,0
153339,2318,5,0,1,0,1,4,0
153339,590,14,0,1,0,1,4,0
153443,1520,0,0,2,0,0,6,0
153584,2436,30,0,2,0,0,4,0
153669,326,1,0,1,0,1,5,0
153790,1346,1,0,1,1,0,6,0
153836,412,3,0,2,1,0,4,0
153836,4512,0,0,2,1,0,4,0
153983,673,0,0,1,0,0,3,0
154027,1742,4,0,1,0,0,5,0
154045,1318,3,0,1,0,0,3,0
154191,1557,0,0,1,0,0,4,0
154291,786,2,0,1,0,0,3,0
154361,2134,3,0,1,0,0,3,0
154388,1884,14,1,1,0,1,6,0
154697,257,2,0,1,0,2,5,0
154697,1281,3,0,1,0,2,5,0
155130,4638,7,0,4,0,1,4,0
15530,416,73,0,5,6,0,6,0
15543,159,13,0,2,0,0,4,0
155750,3828,0,0,1,1,0,3,0
155750,4693,17,0,1,2,0,3,1
15576,1936,0,0,1,0,0,4,1
15576,4724,5,0,1,0,0,4,0
15593,2289,9,0,1,0,0,6,0
156106,2940,3,0,1,0,1,3,0
15641,308,6,0,1,0,1,5,0
15643,4095,10,0,2,0,1,6,0
156474,3538,0,0,1,0,0,4,0
156474,4368,0,0,1,0,0,4,0
15655,3455,11,0,1,0,0,4,0
15670,826,0,0,1,0,0,5,0
156700,168,0,0,1,0,0,3,0
156710,4043,7,0,3,1,0,3,0
156903,4976,36,0,1,0,0,6,0
156939,2242,8,0,3,3,1,4,0
156939,4267,8,0,2,2,1,4,1
157050,1724,8,0,1,0,1,4,0
157051,4926,21,0,1,1,0,4,0
157051,1833,19,0,2,0,0,4,0
157051,2664,4,0,2,0,0,4,0
157073,4731,0,0,1,0,1,4,0
157076,323,27,0,1,2,0,4,0
157086,4871,2,0,1,0,1,5,0
157149,3016,98,0,4,0,1,3,1
157149,4733,6,0,1,0,1,3,0
157288,3578,19,0,2,0,0,5,0
157399,4926,9,0,1,2,0,6,0
157399,4512,16,0,1,0,0,6,0
157399,4170,4,0,1,0,0,6,0
157461,1742,0,0,1,0,0,5,0
157461,63,0,0,1,0,0,5,0
157700,3585,4,0,1,0,0,5,0
157700,2579,3,0,3,0,0,5,0
15800,1900,2,0,1,0,0,4,0
158110,3205,17,0,1,0,0,3,0
158174,2193,5,0,1,1,1,3,0
158363,102,35,0,1,0,0,4,0
158363,1022,2,0,1,0,0,4,0
158365,1346,3,0,1,0,0,6,1
158480,2545,9,0,1,0,0,3,0
158480,4659,0,0,4,0,0,3,0
158707,2721,4,0,1,0,0,3,0
158750,2403,1,0,1,1,0,5,0
158831,1056,2,0,1,0,0,4,0
15902,2630,2,0,1,0,1,6,0
159055,2236,0,0,1,0,0,4,0
159193,503,0,0,1,0,0,4,0
159236,323,11,0,1,0,1,4,0
159300,4601,9,0,2,0,0,5,0
159322,4513,0,0,1,0,0,5,0
159322,1031,2,0,1,0,0,5,0
15936,323,13,0,1,0,0,4,0
159561,1861,3,0,2,0,1,4,0
159561,3472,3,0,1,0,1,4,0
159640,4325,1,0,1,0,0,3,0
159640,1830,20,2,7,0,0,3,0
159640,862,22,0,9,1,0,3,0
159640,2954,28,0,5,0,0,3,0
159704,1399,7,0,1,0,0,4,0
159731,3319,0,0,1,0,0,4,0
159782,2397,1,0,1,0,0,4,0
